Date,Open,High,Low,Close,Adj Close,Volume,Interval_Range
2013-08-06,16.715,16.853214,16.506071,16.616072,14.426023,334857600,16.506071-16.853214
2013-08-07,16.564285,16.678572,16.491785,16.606428,14.417652,298858000,16.491785-16.678572
2013-08-08,16.566429,16.575001,16.355356,16.464643,14.38894,255777200,16.355356-16.575001
2013-08-09,16.379999,16.445,16.201786,16.230356,14.184188,266865200,16.201786-16.445
2013-08-12,16.316429,16.737499,16.308214,16.691429,14.587136,364434000,16.308214-16.737499
2013-08-13,16.819286,17.66643,16.71607,17.484644,15.280351,881941200,16.71607-17.66643
2013-08-14,17.781429,18.008928,17.621429,17.803572,15.559063,756372400,17.621429-18.008928
2013-08-15,17.729286,17.942858,17.467142,17.782499,15.540652,490294000,17.467142-17.942858
2013-08-16,17.862499,17.962143,17.816429,17.940357,15.678609,362306000,17.816429-17.962143
2013-08-19,18.012142,18.347857,18.0,18.133572,15.847466,510518400,18.0-18.347857
2013-08-20,18.20393,18.234644,17.886429,17.895357,15.639284,358688400,17.886429-18.234644
2013-08-21,17.985357,18.112499,17.9,17.941429,15.679545,335879600,17.9-18.112499
2013-08-22,18.035,18.056786,17.792856,17.962856,15.698272,244207600,17.792856-18.056786
2013-08-23,17.973928,17.976786,17.833929,17.893572,15.637719,222731600,17.833929-17.976786
2013-08-26,17.883928,18.22143,17.875,17.963215,15.698585,330965600,17.875-18.22143
2013-08-27,17.785713,17.946787,17.367857,17.449642,15.249756,424188800,17.367857-17.946787
2013-08-28,17.357143,17.707144,17.357143,17.532143,15.321856,307608000,17.357143-17.707144
2013-08-29,17.558929,17.732143,17.540358,17.560715,15.346827,239657600,17.540358-17.732143
2013-08-30,17.571428,17.605356,17.375,17.400715,15.207,272297200,17.375-17.605356
2013-09-03,17.610714,17.878571,17.405357,17.449286,15.249443,331928800,17.405357-17.878571
2013-09-04,17.841429,17.937143,17.724285,17.810356,15.564996,345032800,17.724285-17.937143
2013-09-05,17.866072,17.88143,17.629999,17.688213,15.458254,236367600,17.629999-17.88143
2013-09-06,17.80143,17.834999,17.498215,17.793571,15.550323,359525600,17.498215-17.834999
2013-09-09,18.035713,18.139999,17.981428,18.077499,15.79846,340687200,17.981428-18.139999
2013-09-10,18.078571,18.123215,17.482143,17.665714,15.438585,743195600,17.482143-18.123215
2013-09-11,16.678928,16.9175,16.600357,16.70393,14.598056,898696400,16.600357-16.9175
2013-09-12,16.732143,16.978571,16.643213,16.881786,14.75349,404051200,16.643213-16.978571
2013-09-13,16.762142,16.85107,16.59643,16.603571,14.510349,298835600,16.59643-16.85107
2013-09-16,16.464287,16.486071,15.972143,16.075714,14.04904,543706800,15.972143-16.486071
2013-09-17,15.998571,16.418215,15.982143,16.261429,14.211345,399380800,15.982143-16.418215
2013-09-18,16.542143,16.655357,16.452143,16.595715,14.503483,456862000,16.452143-16.655357
2013-09-19,16.810715,16.993929,16.758928,16.867857,14.74132,404541200,16.758928-16.993929
2013-09-20,17.071428,17.09107,16.642857,16.693214,14.58869,699302800,16.642857-17.09107
2013-09-23,17.717857,17.746786,17.235714,17.522858,15.313745,762106800,17.235714-17.746786
2013-09-24,17.674286,17.695356,17.422144,17.467857,15.265679,364344400,17.422144-17.695356
2013-09-25,17.47143,17.487143,17.19393,17.1975,15.029403,316957200,17.19393-17.487143
2013-09-26,17.357143,17.44857,17.282143,17.365,15.17579,237221600,17.282143-17.44857
2013-09-27,17.277857,17.309643,17.168571,17.241072,15.067482,228040400,17.168571-17.309643
2013-09-30,17.044643,17.202143,16.943214,17.026787,14.880217,260156400,16.943214-17.202143
2013-10-01,17.0875,17.469286,17.084999,17.427143,15.230094,353883600,17.084999-17.469286
2013-10-02,17.343929,17.564285,17.276787,17.484285,15.28003,289184000,17.276787-17.564285
2013-10-03,17.518213,17.583929,17.169287,17.264643,15.088081,322753200,17.169287-17.583929
2013-10-04,17.280714,17.307142,17.092857,17.251072,15.076223,258868400,17.092857-17.307142
2013-10-07,17.377144,17.594643,17.333929,17.419643,15.223542,312292400,17.333929-17.594643
2013-10-08,17.497856,17.522858,17.162144,17.17643,15.010988,290917200,17.162144-17.522858
2013-10-09,17.308571,17.42107,17.081429,17.378214,15.187333,301725200,17.081429-17.42107
2013-10-10,17.547144,17.584999,17.394285,17.487143,15.282537,278602800,17.394285-17.584999
2013-10-11,17.3925,17.637142,17.327143,17.600357,15.381472,267738800,17.327143-17.637142
2013-10-14,17.493929,17.770714,17.476786,17.715714,15.482285,261898000,17.476786-17.770714
2013-10-15,17.768213,17.928572,17.697144,17.809999,15.564689,320073600,17.697144-17.928572
2013-10-16,17.885357,17.9475,17.829643,17.896786,15.640532,251101200,17.829643-17.9475
2013-10-17,17.856428,18.027857,17.845715,18.017857,15.746338,253593200,17.845715-18.027857
2013-10-18,18.071072,18.187857,18.061071,18.174643,15.883358,290542000,18.061071-18.187857
2013-10-21,18.2775,18.725,18.268572,18.620001,16.272572,398106800,18.268572-18.725
2013-10-22,18.800358,18.873215,18.143929,18.566786,16.226055,534063600,18.143929-18.873215
2013-10-23,18.535713,18.77393,18.535713,18.748571,16.384922,313723200,18.535713-18.77393
2013-10-24,18.75,19.016787,18.65893,18.996786,16.601852,384764800,18.65893-19.016787
2013-10-25,18.975714,19.043928,18.753929,18.784286,16.41614,337792000,18.753929-19.043928
2013-10-28,18.894285,18.964287,18.686071,18.924286,16.538496,550440800,18.686071-18.964287
2013-10-29,19.1525,19.258928,18.376429,18.452856,16.126495,635807200,18.376429-19.258928
2013-10-30,18.557501,18.84,18.465,18.746429,16.383053,354163600,18.465-18.84
2013-10-31,18.75,18.838928,18.616785,18.667856,16.3144,275696400,18.616785-18.838928
2013-11-01,18.715,18.742857,18.422857,18.5725,16.231054,274890000,18.422857-18.742857
2013-11-04,18.610714,18.815001,18.528929,18.8125,16.440796,244627600,18.528929-18.815001
2013-11-05,18.735001,18.888929,18.678572,18.766071,16.400229,265213200,18.678572-18.888929
2013-11-06,18.719643,18.745001,18.507143,18.604286,16.353767,223375600,18.507143-18.745001
2013-11-07,18.556429,18.685356,18.299286,18.303213,16.089113,262620400,18.299286-18.685356
2013-11-08,18.377857,18.611786,18.306786,18.591429,16.342463,279316800,18.306786-18.611786
2013-11-11,18.571072,18.631071,18.371786,18.5375,16.295055,227452400,18.371786-18.631071
2013-11-12,18.488214,18.71143,18.464287,18.571787,16.325195,204276800,18.464287-18.71143
2013-11-13,18.5,18.651787,18.462856,18.593929,16.34466,197220800,18.462856-18.651787
2013-11-14,18.671785,18.902857,18.638214,18.862858,16.58106,282419200,18.638214-18.902857
2013-11-15,18.806429,18.89607,18.731787,18.749643,16.481537,317920400,18.731787-18.89607
2013-11-18,18.749643,18.828215,18.507143,18.522499,16.281868,244944000,18.507143-18.828215
2013-11-19,18.536785,18.692142,18.498928,18.555357,16.310751,208938800,18.498928-18.692142
2013-11-20,18.543928,18.58643,18.368929,18.392857,16.16791,193916800,18.368929-18.58643
2013-11-21,18.485714,18.614643,18.345358,18.612143,16.360668,262026800,18.345358-18.614643
2013-11-22,18.554285,18.648571,18.518929,18.564285,16.3186,223725600,18.518929-18.648571
2013-11-25,18.607857,18.781071,18.607143,18.705,16.442289,229311600,18.607143-18.781071
2013-11-26,18.718571,19.147858,18.714287,19.049999,16.745552,401382800,18.714287-19.147858
2013-11-27,19.153929,19.5,19.049999,19.498571,17.139872,363448400,19.049999-19.5
2013-11-29,19.624287,19.940357,19.564644,19.859644,17.457258,318127600,19.564644-19.940357
2013-12-02,19.928572,20.154642,19.672144,19.686787,17.305317,472544800,19.672144-20.154642
2013-12-03,19.939285,20.227858,19.917143,20.225714,17.779051,450968000,19.917143-20.227858
2013-12-04,20.196428,20.328215,20.029285,20.178572,17.737606,377809600,20.029285-20.328215
2013-12-05,20.451786,20.540714,20.22893,20.282143,17.828653,447580000,20.22893-20.540714
2013-12-06,20.206785,20.241072,19.984644,20.000713,17.581272,344352400,19.984644-20.241072
2013-12-09,20.032143,20.342142,20.032143,20.229643,17.782501,320493600,20.032143-20.342142
2013-12-10,20.127857,20.281429,20.042856,20.198214,17.754877,278269600,20.042856-20.281429
2013-12-11,20.25,20.391787,19.98893,20.048571,17.623333,359718800,19.98893-20.391787
2013-12-12,20.076429,20.190714,20.001072,20.019285,17.597591,262290000,20.001072-20.190714
2013-12-13,20.101786,20.102858,19.77393,19.801071,17.405779,332822000,19.77393-20.102858
2013-12-16,19.822144,20.094286,19.821787,19.910713,17.502153,282592800,19.821787-20.094286
2013-12-17,19.850357,19.98,19.763571,19.821072,17.423357,229902400,19.763571-19.98
2013-12-18,19.632143,19.694643,19.242857,19.670357,17.290867,565863200,19.242857-19.694643
2013-12-19,19.625,19.642857,19.418928,19.445,17.092775,320308800,19.418928-19.642857
2013-12-20,19.479643,19.700357,19.457857,19.607857,17.235937,436413600,19.457857-19.700357
2013-12-23,20.285713,20.382856,20.098572,20.360357,17.897406,501306400,20.098572-20.382856
2013-12-24,20.353214,20.424286,20.215357,20.27393,17.821426,167554800,20.215357-20.424286
2013-12-26,20.289286,20.339287,20.120714,20.139286,17.703072,204008000,20.120714-20.339287
2013-12-27,20.136429,20.157499,19.982143,20.003214,17.583462,225884400,19.982143-20.157499
2013-12-30,19.909286,20.003214,19.725714,19.804285,17.4086,253629600,19.725714-20.003214
2013-12-31,19.791786,20.045713,19.785713,20.036428,17.612665,223084400,19.785713-20.045713
2014-01-02,19.845715,19.893929,19.715,19.754642,17.364964,234684800,19.715-19.893929
2014-01-03,19.745001,19.775,19.301071,19.320715,16.983524,392467600,19.301071-19.775
2014-01-06,19.194643,19.52857,19.057142,19.426071,17.076136,412610800,19.057142-19.52857
2014-01-07,19.440001,19.498571,19.21143,19.287144,16.954016,317209200,19.21143-19.498571
2014-01-08,19.243214,19.484285,19.23893,19.409286,17.061386,258529600,19.23893-19.484285
2014-01-09,19.52857,19.530714,19.119642,19.161428,16.84351,279148800,19.119642-19.530714
2014-01-10,19.279642,19.314285,18.968214,19.033571,16.731117,304976000,18.968214-19.314285
2014-01-13,18.925358,19.375,18.924286,19.133215,16.818707,378492800,18.924286-19.375
2014-01-14,19.222143,19.526072,19.202143,19.513929,17.153362,332561600,19.202143-19.526072
2014-01-15,19.768572,20.007143,19.702143,19.905714,17.497757,391638800,19.702143-20.007143
2014-01-16,19.817858,19.887501,19.702856,19.794643,17.400122,229278000,19.702856-19.887501
2014-01-17,19.695715,19.716785,19.282143,19.309643,16.973787,426739600,19.282143-19.716785
2014-01-21,19.321072,19.645357,19.300714,19.609644,17.237503,328526800,19.300714-19.645357
2014-01-22,19.675358,19.903214,19.564644,19.696787,17.314108,379985200,19.564644-19.903214
2014-01-23,19.640715,19.875,19.4575,19.863571,17.460714,403239200,19.4575-19.875
2014-01-24,19.785713,19.843571,19.455357,19.502501,17.143318,429354800,19.455357-19.843571
2014-01-27,19.645357,19.814285,19.491072,19.660713,17.282393,554878800,19.491072-19.814285
2014-01-28,18.17,18.392857,17.93107,18.089287,15.901063,1065523200,17.93107-18.392857
2014-01-29,17.998215,18.120358,17.807858,17.883928,15.720548,502810000,17.807858-18.120358
2014-01-30,17.947857,18.089287,17.739286,17.849285,15.690091,678501600,17.739286-18.089287
2014-01-31,17.684999,17.911785,17.626785,17.878571,15.715837,464797200,17.626785-17.911785
2014-02-03,17.950357,18.133215,17.832144,17.911785,15.74503,401464000,17.832144-18.133215
2014-02-04,18.066071,18.195,17.955713,18.17107,15.972947,376681200,17.955713-18.195
2014-02-05,18.091429,18.402857,18.080357,18.306786,16.092249,328344800,18.080357-18.402857
2014-02-06,18.216429,18.339287,18.13607,18.303928,16.18605,257765200,18.13607-18.339287
2014-02-07,18.620714,18.676071,18.477858,18.559999,16.412493,370280400,18.477858-18.676071
2014-02-10,18.523571,18.999643,18.5,18.8925,16.70652,345559200,18.5-18.999643
2014-02-11,18.950357,19.205357,18.910713,19.14143,16.926645,282256800,18.910713-19.205357
2014-02-12,19.176786,19.27,19.044287,19.139999,16.925381,308100800,19.044287-19.27
2014-02-13,19.094999,19.458929,19.078571,19.44393,17.194143,307398000,19.078571-19.458929
2014-02-14,19.373928,19.499287,19.32893,19.428213,17.180243,272924400,19.32893-19.499287
2014-02-18,19.5,19.685356,19.486071,19.499643,17.243418,260251600,19.486071-19.685356
2014-02-19,19.455357,19.531786,19.083929,19.191786,16.971167,313768000,19.083929-19.531786
2014-02-20,19.035357,19.178572,18.892857,18.969643,16.774736,305858000,18.892857-19.178572
2014-02-21,19.028214,19.091785,18.735714,18.758928,16.588408,278784800,18.735714-19.091785
2014-02-24,18.683929,18.925714,18.657858,18.84107,16.661039,288909600,18.657858-18.925714
2014-02-25,18.906429,18.913214,18.607143,18.645,16.487656,231952000,18.607143-18.913214
2014-02-26,18.700357,18.75,18.414286,18.476786,16.338907,276217200,18.414286-18.75
2014-02-27,18.469286,18.885,18.430357,18.845358,16.664835,301882000,18.430357-18.885
2014-02-28,18.895714,19.026787,18.647142,18.794287,16.619673,371968800,18.647142-19.026787
2014-03-03,18.693571,18.951786,18.671785,18.848572,16.667675,238781200,18.671785-18.951786
2014-03-04,18.964287,19.022858,18.848928,18.972857,16.777578,259140000,18.848928-19.022858
2014-03-05,18.96143,19.098213,18.897499,19.012857,16.81295,200062800,18.897499-19.098213
2014-03-06,19.028214,19.087143,18.860714,18.955357,16.762102,185488800,18.860714-19.087143
2014-03-07,18.967501,18.999287,18.7875,18.944286,16.752317,220729600,18.7875-18.999287
2014-03-10,18.870001,19.047501,18.869286,18.96143,16.767473,178584000,18.869286-19.047501
2014-03-11,19.123215,19.240713,19.02107,19.14607,16.930754,279224400,19.02107-19.240713
2014-03-12,19.089643,19.191071,19.0,19.164642,16.947174,199326400,19.0-19.191071
2014-03-13,19.194286,19.273571,18.898571,18.951786,16.758951,257742800,18.898571-19.273571
2014-03-14,18.885357,18.960358,18.678572,18.73893,16.570717,237199200,18.678572-18.960358
2014-03-17,18.84643,18.9275,18.780357,18.812143,16.635466,199544800,18.780357-18.9275
2014-03-18,18.782143,18.998928,18.757143,18.978571,16.782631,209647200,18.757143-18.998928
2014-03-19,19.009287,19.151428,18.892857,18.973572,16.778214,224756000,18.892857-19.151428
2014-03-20,18.924643,19.02393,18.833929,18.882143,16.697355,208398400,18.833929-19.02393
2014-03-21,18.997499,19.0625,18.797501,19.031071,16.829054,374046400,18.797501-19.0625
2014-03-24,19.229286,19.303572,19.109285,19.256786,17.028654,355700800,19.109285-19.303572
2014-03-25,19.339287,19.491072,19.27107,19.463928,17.211828,282293200,19.27107-19.491072
2014-03-26,19.518572,19.607143,19.245001,19.277857,17.047291,299768000,19.245001-19.607143
2014-03-27,19.286428,19.339287,19.111429,19.195,16.974014,222031600,19.111429-19.339287
2014-03-28,19.225714,19.247856,19.080357,19.173571,16.955067,200564000,19.080357-19.247856
2014-03-31,19.258215,19.314644,19.140356,19.169287,16.951284,168669200,19.140356-19.314644
2014-04-01,19.205713,19.352501,19.170357,19.344643,17.106344,200760000,19.170357-19.352501
2014-04-02,19.370714,19.41,19.295,19.376785,17.134771,180420800,19.295-19.41
2014-04-03,19.335358,19.375,19.201429,19.2425,17.016018,162344000,19.201429-19.375
2014-04-04,19.278929,19.285713,18.949286,18.99357,16.795895,275251200,18.949286-19.285713
2014-04-07,18.857857,18.960714,18.638929,18.695356,16.532183,289850400,18.638929-18.960714
2014-04-08,18.756786,18.790001,18.525,18.694286,16.53124,243888400,18.525-18.790001
2014-04-09,18.665714,18.946072,18.643572,18.940001,16.748524,206169600,18.643572-18.946072
2014-04-10,18.952856,19.008572,18.684643,18.695715,16.532503,239652000,18.684643-19.008572
2014-04-11,18.535713,18.672501,18.469286,18.557501,16.410284,271717600,18.469286-18.672501
2014-04-14,18.639286,18.648571,18.471786,18.63143,16.475662,205674000,18.471786-18.648571
2014-04-15,18.581072,18.629999,18.261786,18.498571,16.358168,266490000,18.261786-18.629999
2014-04-16,18.501785,18.610357,18.362143,18.536072,16.391335,214765600,18.362143-18.610357
2014-04-17,18.571428,18.848572,18.542856,18.747856,16.578611,284334400,18.542856-18.848572
2014-04-21,18.762142,19.004999,18.712856,18.970358,16.775366,182548800,18.712856-19.004999
2014-04-22,18.868214,18.993929,18.803572,18.989286,16.792109,202563200,18.803572-18.993929
2014-04-23,18.895,18.968929,18.730356,18.741072,16.572611,394940000,18.730356-18.968929
2014-04-24,20.293215,20.357143,20.026072,20.2775,17.931265,759911600,20.026072-20.357143
2014-04-25,20.161785,20.428213,20.14143,20.42643,18.062962,390275200,20.14143-20.428213
2014-04-28,20.457144,21.276787,20.448214,21.217501,18.76251,669485600,20.448214-21.276787
2014-04-29,21.205,21.285,21.053928,21.154642,18.706913,337377600,21.053928-21.285
2014-04-30,21.165714,21.408215,21.064285,21.074642,18.636171,456640800,21.064285-21.408215
2014-05-01,21.142857,21.242857,20.941429,21.124287,18.680071,244048000,20.941429-21.242857
2014-05-02,21.155001,21.22143,21.061071,21.16357,18.714804,191514400,21.061071-21.22143
2014-05-05,21.076429,21.464287,21.071428,21.462856,18.979467,287067200,21.071428-21.464287
2014-05-06,21.492857,21.586071,21.22893,21.22893,18.772606,374564400,21.22893-21.586071
2014-05-07,21.258928,21.331785,20.990356,21.154642,18.706913,282864400,20.990356-21.331785
2014-05-08,21.008928,21.22893,20.942858,20.999643,18.673574,230297200,20.942858-21.22893
2014-05-09,20.876429,20.9375,20.72607,20.912144,18.595766,291597600,20.72607-20.9375
2014-05-12,20.981787,21.202143,20.978571,21.172501,18.827288,213208800,20.978571-21.202143
2014-05-13,21.142857,21.23357,21.09643,21.205713,18.856819,159737200,21.09643-21.23357
2014-05-14,21.158215,21.335714,21.133572,21.209642,18.860306,166404000,21.133572-21.335714
2014-05-15,21.239286,21.307142,21.001429,21.029285,18.699924,230846000,21.001429-21.307142
2014-05-16,21.022499,21.340357,20.907143,21.339643,18.975912,276256400,20.907143-21.340357
2014-05-19,21.351786,21.690357,21.333214,21.592501,19.200756,317755200,21.333214-21.690357
2014-05-20,21.589643,21.657143,21.454643,21.596786,19.204563,234836000,21.454643-21.657143
2014-05-21,21.565357,21.667856,21.502144,21.653929,19.255383,196859600,21.502144-21.667856
2014-05-22,21.664286,21.780357,21.575001,21.688213,19.285868,200760000,21.575001-21.780357
2014-05-23,21.6875,21.954643,21.659643,21.933214,19.503729,232209600,21.659643-21.954643
2014-05-27,21.995714,22.352142,21.986786,22.343929,19.868956,348866000,21.986786-22.352142
2014-05-28,22.357857,22.493929,22.277857,22.286072,19.817509,315481600,22.277857-22.493929
2014-05-29,22.423214,22.745358,22.420357,22.692142,20.178602,376474000,22.420357-22.745358
2014-05-30,22.785,23.006071,22.460714,22.607143,20.103016,564020800,22.460714-23.006071
2014-06-02,22.64143,22.672501,22.232143,22.451786,19.964865,369350800,22.232143-22.672501
2014-06-03,22.445,22.812143,22.4375,22.769285,20.247202,292709200,22.4375-22.812143
2014-06-04,22.765715,23.138929,22.718214,23.029285,20.478399,335482000,22.718214-23.138929
2014-06-05,23.078571,23.191786,22.950357,23.119642,20.558748,303805600,22.950357-23.191786
2014-06-06,23.210714,23.259287,23.016787,23.05607,20.502213,349938400,23.016787-23.259287
2014-06-09,23.174999,23.469999,22.9375,23.424999,20.830275,301660000,22.9375-23.469999
2014-06-10,23.682501,23.762501,23.3925,23.5625,20.952549,251108000,23.3925-23.762501
2014-06-11,23.532499,23.690001,23.3675,23.465,20.865843,182724000,23.3675-23.690001
2014-06-12,23.51,23.530001,22.975,23.0725,20.516823,218996000,22.975-23.530001
2014-06-13,23.049999,23.110001,22.719999,22.82,20.292288,218100000,22.719999-23.110001
2014-06-16,22.877501,23.1875,22.862499,23.049999,20.496811,142244000,22.862499-23.1875
2014-06-17,23.077499,23.174999,22.950001,23.02,20.470137,118904000,22.950001-23.174999
2014-06-18,23.067499,23.0725,22.8375,23.045,20.492367,134056000,22.8375-23.0725
2014-06-19,23.0725,23.075001,22.834999,22.965,20.42123,142112000,22.834999-23.075001
2014-06-20,22.9625,23.137501,22.725,22.727501,20.210035,403592000,22.725-23.137501
2014-06-23,22.83,22.905001,22.65,22.7075,20.192251,174776000,22.65-22.905001
2014-06-24,22.6875,22.934999,22.547501,22.57,20.069988,156144000,22.547501-22.934999
2014-06-25,22.5525,22.674999,22.4125,22.59,20.087765,147476000,22.4125-22.674999
2014-06-26,22.592501,22.762501,22.450001,22.725,20.207813,130516000,22.450001-22.762501
2014-06-27,22.705,23.0,22.692499,22.995001,20.447912,256116000,22.692499-23.0
2014-06-30,23.025,23.432501,23.022499,23.2325,20.6591,197929200,23.022499-23.432501
2014-07-01,23.379999,23.5175,23.282499,23.379999,20.790262,152892000,23.282499-23.5175
2014-07-02,23.467501,23.514999,23.272499,23.370001,20.781366,113860000,23.272499-23.514999
2014-07-03,23.4175,23.525,23.299999,23.5075,20.903637,91567200,23.299999-23.525
2014-07-07,23.535,23.997499,23.525,23.9925,21.334923,225872000,23.525-23.997499
2014-07-08,24.067499,24.200001,23.48,23.8375,21.197092,260888000,23.48-24.200001
2014-07-09,23.860001,23.987499,23.690001,23.8475,21.205975,145744000,23.690001-23.987499
2014-07-10,23.440001,23.887501,23.379999,23.76,21.128172,158744000,23.379999-23.887501
2014-07-11,23.84,23.9725,23.715,23.805,21.168184,136072000,23.715-23.9725
2014-07-14,23.965,24.2225,23.9125,24.112499,21.441628,171240000,23.9125-24.2225
2014-07-15,24.200001,24.2125,23.7575,23.83,21.190416,181911600,23.7575-24.2125
2014-07-16,24.2425,24.275,23.684999,23.695,21.070366,213585200,23.684999-24.275
2014-07-17,23.7575,23.82,23.1425,23.272499,20.694675,229192000,23.1425-23.82
2014-07-18,23.405001,23.684999,23.254999,23.6075,20.992561,199952000,23.254999-23.684999
2014-07-21,23.747499,23.75,23.43,23.485001,20.883635,156316000,23.43-23.75
2014-07-22,23.67,23.7225,23.530001,23.68,21.057032,220788000,23.530001-23.7225
2014-07-23,23.855,24.469999,23.7925,24.297501,21.606136,371672000,23.7925-24.469999
2014-07-24,24.26,24.33,24.105,24.2575,21.57056,182916000,24.105-24.33
2014-07-25,24.2125,24.459999,24.16,24.4175,21.712839,173876000,24.16-24.459999
2014-07-28,24.455,24.809999,24.387501,24.754999,22.012953,221272000,24.387501-24.809999
2014-07-29,24.8325,24.860001,24.5625,24.594999,21.87068,172572000,24.5625-24.860001
2014-07-30,24.610001,24.674999,24.4175,24.5375,21.819551,132040000,24.4175-24.674999
2014-07-31,24.290001,24.362499,23.8325,23.9,21.252665,227372000,23.8325-24.362499
2014-08-01,23.725,24.155001,23.702499,24.032499,21.370485,194044000,23.702499-24.155001
2014-08-04,24.092501,24.145,23.7925,23.897499,21.250439,159832000,23.7925-24.145
2014-08-05,23.84,23.92,23.59,23.780001,21.145962,223732000,23.59-23.92
2014-08-06,23.6875,23.870001,23.6775,23.74,21.110384,154232000,23.6775-23.870001
2014-08-07,23.7325,23.987499,23.525,23.620001,21.108154,186844000,23.525-23.987499
2014-08-08,23.565001,23.705,23.32,23.684999,21.166235,167460000,23.32-23.705
2014-08-11,23.817499,24.02,23.709999,23.997499,21.445509,146340000,23.709999-24.02
2014-08-12,24.01,24.219999,23.9025,23.9925,21.441036,135180000,23.9025-24.219999
2014-08-13,24.0375,24.309999,24.01,24.309999,21.724773,127664000,24.01-24.309999
2014-08-14,24.3325,24.3925,24.200001,24.375,21.782864,112464000,24.200001-24.3925
2014-08-15,24.475,24.547501,24.215,24.495001,21.890106,195804000,24.215-24.547501
2014-08-18,24.622499,24.842501,24.495001,24.790001,22.15373,190288000,24.495001-24.842501
2014-08-19,24.852501,25.17,24.83,25.1325,22.459803,277596000,24.83-25.17
2014-08-20,25.110001,25.272499,24.987499,25.1425,22.468744,210796000,24.987499-25.272499
2014-08-21,25.1425,25.235001,25.0275,25.145,22.47098,133912000,25.0275-25.235001
2014-08-22,25.0725,25.3675,25.047501,25.33,22.636305,176736000,25.047501-25.3675
2014-08-25,25.4475,25.5425,25.32,25.385,22.685455,161080000,25.32-25.5425
2014-08-26,25.355,25.375,25.215,25.2225,22.540236,132608000,25.215-25.375
2014-08-27,25.254999,25.6425,25.174999,25.532499,22.817272,209476000,25.174999-25.6425
2014-08-28,25.397499,25.695,25.389999,25.5625,22.844074,273840000,25.389999-25.695
2014-08-29,25.715,25.725,25.549999,25.625,22.899927,178380000,25.549999-25.725
2014-09-02,25.764999,25.934999,25.68,25.825001,23.078657,214256000,25.68-25.934999
2014-09-03,25.775,25.799999,24.645,24.735001,22.104576,501684000,24.645-25.799999
2014-09-04,24.7125,25.022499,24.4475,24.530001,21.921383,342872000,24.4475-25.022499
2014-09-05,24.700001,24.8475,24.577499,24.7425,22.111286,233828000,24.577499-24.8475
2014-09-08,24.825001,24.827499,24.512501,24.59,21.974995,185426800,24.512501-24.827499
2014-09-09,24.77,25.77,24.035,24.497499,21.892332,759385200,24.035-25.77
2014-09-10,24.502501,25.2775,24.440001,25.25,22.564812,403478400,24.440001-25.2775
2014-09-11,25.102501,25.360001,24.905001,25.3575,22.660885,249412400,24.905001-25.360001
2014-09-12,25.3025,25.547501,25.27,25.415001,22.712269,250504400,25.27-25.547501
2014-09-15,25.702499,25.762501,25.360001,25.407499,22.705559,245266000,25.360001-25.762501
2014-09-16,24.950001,25.315001,24.7225,25.215,22.533535,267632400,24.7225-25.315001
2014-09-17,25.317499,25.450001,25.147499,25.395,22.694391,243706000,25.147499-25.450001
